chrom	start	end	size	missing	extra	gma	miss_normal	extr_normal	coverage	indis	multi
182222269	1	149573237	149573292	55	32	36	0.180723	0.695652173913043	0.782608695652174	46	FALSE	FALSE
182240789	1	196766185	196766239	54	22	23	0.366197	0.468085106382979	0.48936170212766	47	FALSE	FALSE
182240825	1	196850865	196850919	54	23	22	0.357143	0.48936170212766	0.468085106382979	47	FALSE	FALSE
182244677	1	206352032	206352081	49	32	34	0.241379	0.615384615384615	0.653846153846154	52	FALSE	FALSE
182244701	1	206390029	206390078	49	38	40	0.16129	0.730769230769231	0.769230769230769	52	FALSE	FALSE
182245093	1	207538706	207538770	64	18	17	0.363636	0.486486486486487	0.459459459459459	37	FALSE	FALSE
182245100	1	207557263	207557327	64	17	18	0.375	0.459459459459459	0.486486486486487	37	FALSE	FALSE
182261893	1	248486217	248486272	55	23	24	0.338028	0.5	0.521739130434783	46	FALSE	FALSE
182261909	1	248561812	248561867	55	24	22	0.333333	0.521739130434783	0.478260869565217	46	FALSE	FALSE
182265233	10	4971142	4971193	51	27	24	0.32	0.54	0.48	50	FALSE	FALSE
182265240	10	4996864	4996915	51	24	26	0.350649	0.48	0.52	50	FALSE	FALSE
182282691	10	46398344	46398391	47	32	34	0.258427	0.592592592592593	0.62962962962963	54	FALSE	FALSE
182282870	10	46769565	46769614	49	25	26	0.35443	0.480769230769231	0.5	52	FALSE	FALSE
182283181	10	47570811	47570860	49	27	25	0.333333	0.519230769230769	0.480769230769231	52	FALSE	FALSE
182283325	10	47986725	47986772	47	33	31	0.255814	0.611111111111111	0.574074074074074	54	FALSE	FALSE
182295455	10	79679840	79679887	47	35	31	0.232558	0.648148148148148	0.574074074074074	54	FALSE	FALSE
182295505	10	79794591	79794638	47	36	33	0.215909	0.666666666666667	0.611111111111111	54	FALSE	FALSE
182298398	10	87316756	87316803	47	34	41	0.21875	0.62962962962963	0.759259259259259	54	FALSE	FALSE
182349636	11	81865893	81865941	48	1	0	0.981481	0.0188679245283019	0	53	FALSE	FALSE
182388339	12	52290120	52290177	57	21	24	0.347826	0.477272727272727	0.545454545454545	44	FALSE	FALSE
182388350	12	52303209	52303266	57	24	21	0.318182	0.545454545454545	0.477272727272727	44	FALSE	FALSE
182461057	13	113111642	113111692	50	20	20	0.444444	0.392156862745098	0.392156862745098	51	FALSE	FALSE
182497108	14	106705108	106705156	48	26	27	0.345679	0.490566037735849	0.509433962264151	53	FALSE	FALSE
182497127	14	106751548	106751596	48	27	26	0.3375	0.509433962264151	0.490566037735849	53	FALSE	FALSE
182497863	15	20826516	20826563	47	29	29	0.309524	0.537037037037037	0.537037037037037	54	FALSE	FALSE
182497906	15	20920577	20920625	48	34	39	0.215054	0.641509433962264	0.735849056603774	53	FALSE	FALSE
182498164	15	21395608	21395655	47	32	32	0.264368	0.592592592592593	0.592592592592593	54	FALSE	FALSE
182498207	15	21494271	21494319	48	36	33	0.206897	0.679245283018868	0.622641509433962	53	FALSE	FALSE
182498361	15	21931563	21931611	48	37	35	0.191011	0.69811320754717	0.660377358490566	53	FALSE	FALSE
182502011	15	30457970	30458021	51	28	23	0.310811	0.56	0.46	50	FALSE	FALSE
182502936	15	32549685	32549736	51	23	29	0.35	0.46	0.58	50	FALSE	FALSE
182521647	15	82349680	82349728	48	46	44	0.0816327	0.867924528301887	0.830188679245283	53	FALSE	FALSE
182521730	15	82519298	82519346	48	42	41	0.126316	0.792452830188679	0.773584905660377	53	FALSE	FALSE
182522374	15	84235481	84235529	48	43	40	0.117021	0.811320754716981	0.754716981132076	53	FALSE	FALSE
182522418	15	84350052	84350100	48	40	48	0.137255	0.754716981132076	0.905660377358491	53	FALSE	FALSE
182522494	15	84438051	84438099	48	44	39	0.107527	0.830188679245283	0.735849056603774	53	FALSE	FALSE
182544867	16	28375225	28375274	49	29	33	0.27907	0.557692307692308	0.634615384615385	52	FALSE	FALSE
182545140	16	28740006	28740055	49	32	29	0.256098	0.615384615384615	0.557692307692308	52	FALSE	FALSE
182579406	17	15675761	15675821	60	5	3	0.822222	0.121951219512195	0.0731707317073171	41	FALSE	FALSE
182587190	17	36176036	36176094	58	41	39	0.0361446	0.953488372093023	0.906976744186046	43	FALSE	FALSE
182587234	17	36263971	36264029	58	39	39	0.060241	0.906976744186046	0.906976744186046	43	FALSE	FALSE
182587262	17	36324368	36324426	58	40	38	0.0487805	0.930232558139535	0.883720930232558	43	FALSE	FALSE
182587282	17	36387881	36387939	58	39	38	0.0609756	0.906976744186046	0.883720930232558	43	FALSE	FALSE
182587310	17	36438967	36439025	58	40	38	0.0487805	0.930232558139535	0.883720930232558	43	FALSE	FALSE
182588006	17	37924956	37925014	58	39	39	0.060241	0.906976744186046	0.906976744186046	43	FALSE	FALSE
182588024	17	37988506	37988564	58	40	41	0.0470588	0.930232558139535	0.953488372093023	43	FALSE	FALSE
182588033	17	38004517	38004575	58	39	39	0.060241	0.906976744186046	0.906976744186046	43	FALSE	FALSE
182588054	17	38068052	38068110	58	39	45	0.0561798	0.906976744186046	1.04651162790698	43	FALSE	FALSE
182588079	17	38128452	38128510	58	40	38	0.0487805	0.930232558139535	0.883720930232558	43	FALSE	FALSE
182592660	17	46320602	46320648	46	24	26	0.390244	0.436363636363636	0.472727272727273	55	FALSE	FALSE
182592669	17	46354956	46355004	48	29	28	0.304878	0.547169811320755	0.528301886792453	53	FALSE	FALSE
182592747	17	46538457	46538503	46	26	24	0.375	0.472727272727273	0.436363636363636	55	FALSE	FALSE
182592756	17	46572895	46572943	48	28	29	0.313253	0.528301886792453	0.547169811320755	53	FALSE	FALSE
182616239	18	14482623	14482671	48	31	25	0.291139	0.584905660377358	0.471698113207547	53	FALSE	FALSE
182712407	2	87292699	87292745	46	25	21	0.402597	0.454545454545455	0.381818181818182	55	FALSE	FALSE
182712585	2	87530415	87530475	60	20	21	0.349206	0.48780487804878	0.51219512195122	41	FALSE	FALSE
182713105	2	89059950	89059998	48	28	27	0.320988	0.528301886792453	0.509433962264151	53	FALSE	FALSE
182713356	2	89857715	89857770	55	23	24	0.338028	0.5	0.521739130434783	46	FALSE	FALSE
182713436	2	90140578	90140626	48	27	29	0.325301	0.509433962264151	0.547169811320755	53	FALSE	FALSE
182713722	2	90395310	90395370	60	21	22	0.328125	0.51219512195122	0.536585365853659	41	FALSE	FALSE
182713731	2	90401731	90401791	60	22	21	0.31746	0.536585365853659	0.51219512195122	41	FALSE	FALSE
182718697	2	105711978	105712026	48	0	1	0.981818	0	0.0188679245283019	53	FALSE	FALSE
182720334	2	109786489	109786544	55	24	24	0.323944	0.521739130434783	0.521739130434783	46	FALSE	FALSE
182720847	2	111420348	111420408	60	21	21	0.333333	0.51219512195122	0.51219512195122	41	FALSE	FALSE
182721663	2	113501077	113501123	46	32	32	0.272727	0.581818181818182	0.581818181818182	55	FALSE	FALSE
182798654	21	5028767	5028818	51	29	27	0.282051	0.58	0.54	50	FALSE	FALSE
182798834	21	5520152	5520208	56	35	43	0.123596	0.777777777777778	0.955555555555556	45	FALSE	FALSE
182798998	21	6091908	6091964	56	26	22	0.294118	0.577777777777778	0.488888888888889	45	FALSE	FALSE
182799095	21	6300765	6300821	56	38	31	0.103896	0.844444444444444	0.688888888888889	45	FALSE	FALSE
182799216	21	6688305	6688361	56	34	39	0.141176	0.755555555555556	0.866666666666667	45	FALSE	FALSE
182799228	21	6789248	6789295	47	30	31	0.290698	0.555555555555556	0.574074074074074	54	FALSE	FALSE
182799294	21	7015375	7015431	56	35	35	0.135802	0.777777777777778	0.777777777777778	45	FALSE	FALSE
182799379	21	7397153	7397209	56	36	30	0.131579	0.8	0.666666666666667	45	FALSE	FALSE
182799642	21	8235994	8236041	47	37	43	0.183673	0.685185185185185	0.796296296296296	54	FALSE	FALSE
182799784	21	8418397	8418444	47	36	36	0.208791	0.666666666666667	0.666666666666667	54	FALSE	FALSE
182799867	21	8462960	8463007	47	41	35	0.155556	0.759259259259259	0.648148148148148	54	FALSE	FALSE
182799964	21	8600940	8600990	50	28	23	0.32	0.549019607843137	0.450980392156863	51	FALSE	FALSE
182801241	21	13654245	13654292	47	33	34	0.247191	0.611111111111111	0.62962962962963	54	FALSE	FALSE
182801259	21	13672609	13672657	48	25	32	0.337209	0.471698113207547	0.60377358490566	53	FALSE	FALSE
182807211	21	28098526	28098578	52	1	0	0.98	0.0204081632653061	0	49	FALSE	FALSE
182814290	21	43446302	43446358	56	22	26	0.333333	0.488888888888889	0.577777777777778	45	FALSE	FALSE
182814835	21	44234679	44234730	51	26	30	0.308642	0.52	0.6	50	FALSE	FALSE
182816802	22	10577937	10577987	50	23	28	0.3625	0.450980392156863	0.549019607843137	51	FALSE	FALSE
182816989	22	10851350	10851403	53	28	23	0.291667	0.583333333333333	0.479166666666667	48	FALSE	FALSE
182818050	22	15880776	15880829	53	23	28	0.337662	0.479166666666667	0.583333333333333	48	FALSE	FALSE
182819226	22	18201252	18201300	48	28	27	0.320988	0.528301886792453	0.509433962264151	53	FALSE	FALSE
182819312	22	18423418	18423466	48	27	27	0.333333	0.509433962264151	0.509433962264151	53	FALSE	FALSE
182846088	3	27634355	27634401	46	0	1	0.982456	0	0.0181818181818182	55	FALSE	FALSE
182858990	3	61610773	61610828	55	0	1	0.979167	0	0.0217391304347826	46	FALSE	FALSE
183001112	5	50622264	50622319	55	35	34	0.148148	0.760869565217391	0.739130434782609	46	FALSE	FALSE
183007967	5	69765508	69765572	64	18	18	0.357143	0.486486486486487	0.486486486486487	37	FALSE	FALSE
183007979	5	69789773	69789837	64	29	33	0.126761	0.783783783783784	0.891891891891892	37	FALSE	FALSE
183008062	5	69950940	69950998	58	21	19	0.365079	0.488372093023256	0.441860465116279	43	FALSE	FALSE
183008072	5	69970814	69970867	53	36	34	0.156627	0.75	0.708333333333333	48	FALSE	FALSE
183008265	5	70345366	70345430	64	33	26	0.078125	0.891891891891892	0.702702702702703	37	FALSE	FALSE
183008276	5	70369581	70369645	64	27	32	0.157143	0.72972972972973	0.864864864864865	37	FALSE	FALSE
183008415	5	70640397	70640461	64	28	25	0.15873	0.756756756756757	0.675675675675676	37	FALSE	FALSE
183008429	5	70664630	70664694	64	30	30	0.117647	0.810810810810811	0.810810810810811	37	FALSE	FALSE
183008503	5	70826008	70826066	58	19	21	0.384615	0.441860465116279	0.488372093023256	43	FALSE	FALSE
183008513	5	70845885	70845938	53	31	32	0.222222	0.645833333333333	0.666666666666667	48	FALSE	FALSE
183008768	5	71344785	71344849	64	18	18	0.357143	0.486486486486487	0.486486486486487	37	FALSE	FALSE
183018775	5	99537318	99537369	51	35	36	0.183908	0.7	0.72	50	FALSE	FALSE
183018791	5	99585150	99585201	51	37	35	0.162791	0.74	0.7	50	FALSE	FALSE
183018957	5	100060191	100060242	51	34	33	0.202381	0.68	0.66	50	FALSE	FALSE
183020193	5	103537474	103537558	84	0	1	0.947368	0	0.0588235294117647	17	FALSE	FALSE
183062761	6	32009220	32009273	53	22	25	0.364865	0.458333333333333	0.520833333333333	48	FALSE	FALSE
183062771	6	32041955	32042008	53	25	22	0.338028	0.520833333333333	0.458333333333333	48	FALSE	FALSE
183138729	7	57061366	57061414	48	26	28	0.341463	0.490566037735849	0.528301886792453	53	FALSE	FALSE
183139810	7	61125825	61125876	51	46	38	0.0561798	0.92	0.76	50	FALSE	FALSE
183139811	7	61128559	61128610	51	48	64	0.026087	0.96	1.28	50	FALSE	FALSE
183139812	7	61131293	61131344	51	46	55	0.0471698	0.92	1.1	50	FALSE	FALSE
183139814	7	61136761	61136812	51	45	49	0.06	0.9	0.98	50	FALSE	FALSE
183139815	7	61139147	61139204	57	33	32	0.155844	0.75	0.727272727272727	44	FALSE	FALSE
183139816	7	61142057	61142108	51	43	41	0.0869565	0.86	0.82	50	FALSE	FALSE
183139817	7	61144791	61144842	51	44	51	0.0686275	0.88	1.02	50	FALSE	FALSE
183139818	7	61147525	61147576	51	49	57	0.0185185	0.98	1.14	50	FALSE	FALSE
183139822	7	61158460	61158511	51	32	33	0.22619	0.64	0.66	50	FALSE	FALSE
183139823	7	61161194	61161245	51	34	33	0.202381	0.68	0.66	50	FALSE	FALSE
183139825	7	61166662	61166713	51	45	51	0.0588235	0.9	1.02	50	FALSE	FALSE
183139826	7	61169396	61169447	51	31	35	0.232558	0.62	0.7	50	FALSE	FALSE
183139827	7	61172130	61172181	51	46	49	0.05	0.92	0.98	50	FALSE	FALSE
183139828	7	61172986	61173037	51	45	54	0.0571429	0.9	1.08	50	FALSE	FALSE
183139829	7	61175720	61175771	51	43	41	0.0869565	0.86	0.82	50	FALSE	FALSE
183139830	7	61178448	61178505	57	29	32	0.207792	0.659090909090909	0.727272727272727	44	FALSE	FALSE
183139833	7	61186315	61186366	51	42	40	0.0989011	0.84	0.8	50	FALSE	FALSE
183139837	7	61197421	61197472	51	48	48	0.030303	0.96	0.96	50	FALSE	FALSE
183139838	7	61200155	61200206	51	40	39	0.122222	0.8	0.78	50	FALSE	FALSE
183139839	7	61202889	61202940	51	2	5	0.875	0.04	0.1	50	FALSE	FALSE
183139840	7	61205622	61205673	51	45	42	0.0645161	0.9	0.84	50	FALSE	FALSE
183139841	7	61208356	61208407	51	37	35	0.162791	0.74	0.7	50	FALSE	FALSE
183139842	7	61211090	61211141	51	20	19	0.442857	0.4	0.38	50	FALSE	FALSE
183139843	7	61213824	61213875	51	46	51	0.0490196	0.92	1.02	50	FALSE	FALSE
183139844	7	61216558	61216609	51	47	42	0.0430108	0.94	0.84	50	FALSE	FALSE
183139845	7	61219292	61219343	51	45	42	0.0645161	0.9	0.84	50	FALSE	FALSE
183139846	7	61222025	61222076	51	50	42	0.0107527	1	0.84	50	FALSE	FALSE
183139847	7	61224759	61224810	51	35	29	0.2	0.7	0.58	50	FALSE	FALSE
183139849	7	61227493	61227544	51	49	45	0.0208333	0.98	0.9	50	FALSE	FALSE
183139850	7	61230568	61230619	51	17	18	0.492754	0.34	0.36	50	FALSE	FALSE
183139852	7	61236036	61236087	51	50	41	0.0108696	1	0.82	50	FALSE	FALSE
183139853	7	61238770	61238821	51	47	37	0.0454545	0.94	0.74	50	FALSE	FALSE
183139854	7	61241504	61241555	51	45	56	0.0560748	0.9	1.12	50	FALSE	FALSE
183139855	7	61244238	61244289	51	41	41	0.108696	0.82	0.82	50	FALSE	FALSE
183139856	7	61246972	61247023	51	47	36	0.045977	0.94	0.72	50	FALSE	FALSE
183139858	7	61252439	61252490	51	47	40	0.043956	0.94	0.8	50	FALSE	FALSE
183139859	7	61255173	61255224	51	47	47	0.0408163	0.94	0.94	50	FALSE	FALSE
183139860	7	61258249	61258300	51	48	47	0.0306122	0.96	0.94	50	FALSE	FALSE
183140891	7	63509338	63509386	48	28	26	0.325	0.528301886792453	0.490566037735849	53	FALSE	FALSE
183146482	7	73159152	73159199	47	39	42	0.164948	0.722222222222222	0.777777777777778	54	FALSE	FALSE
183147785	7	74968849	74968896	47	37	34	0.202247	0.685185185185185	0.62962962962963	54	FALSE	FALSE
183147944	7	75233484	75233531	47	37	39	0.191489	0.685185185185185	0.722222222222222	54	FALSE	FALSE
183240837	9	116263	116309	46	36	43	0.20202	0.654545454545455	0.781818181818182	55	FALSE	FALSE
183254887	9	39071208	39071254	46	0	1	0.982456	0	0.0181818181818182	55	FALSE	FALSE
183254982	9	39282738	39282786	48	29	26	0.3125	0.547169811320755	0.490566037735849	53	FALSE	FALSE
183255032	9	39399444	39399498	54	33	33	0.185185	0.702127659574468	0.702127659574468	47	FALSE	FALSE
183255153	9	39728983	39729030	47	40	40	0.157895	0.740740740740741	0.740740740740741	54	FALSE	FALSE
183255219	9	39959262	39959312	50	33	36	0.215909	0.647058823529412	0.705882352941177	51	FALSE	FALSE
183255245	9	40031612	40031664	52	24	24	0.351351	0.489795918367347	0.489795918367347	49	FALSE	FALSE
183255351	9	40197167	40197218	51	26	34	0.294118	0.52	0.68	50	FALSE	FALSE
183255627	9	40673708	40673754	46	36	37	0.215054	0.654545454545455	0.672727272727273	55	FALSE	FALSE
183255806	9	41126462	41126508	46	41	34	0.166667	0.745454545454545	0.618181818181818	55	FALSE	FALSE
183256012	9	41504241	41504291	50	37	34	0.174419	0.725490196078431	0.666666666666667	51	FALSE	FALSE
183256174	9	41880143	41880190	47	29	28	0.313253	0.537037037037037	0.518518518518518	54	FALSE	FALSE
183256197	9	41923131	41923195	64	24	23	0.229508	0.648648648648649	0.621621621621622	37	FALSE	FALSE
183256909	9	60958249	60958303	54	30	29	0.233766	0.638297872340426	0.617021276595745	47	FALSE	FALSE
183256946	9	61066788	61066852	64	27	26	0.171875	0.72972972972973	0.702702702702703	37	FALSE	FALSE
183257035	9	61336243	61336291	48	26	29	0.337349	0.490566037735849	0.547169811320755	53	FALSE	FALSE
183257347	9	62034673	62034726	53	26	27	0.302632	0.541666666666667	0.5625	48	FALSE	FALSE
183257401	9	62291407	62291457	50	34	34	0.209302	0.666666666666667	0.666666666666667	51	FALSE	FALSE
183257514	9	62613385	62613432	47	40	45	0.15	0.740740740740741	0.833333333333333	54	FALSE	FALSE
183258541	9	64797260	64797306	46	37	33	0.213483	0.672727272727273	0.6	55	FALSE	FALSE
183258989	9	65758816	65758868	52	37	33	0.156627	0.755102040816326	0.673469387755102	49	FALSE	FALSE
183259342	9	66345083	66345135	52	25	26	0.328947	0.510204081632653	0.530612244897959	49	FALSE	FALSE
183259380	9	66647909	66647956	47	40	37	0.163043	0.740740740740741	0.685185185185185	54	FALSE	FALSE
183259494	9	66948582	66948636	54	32	32	0.2	0.680851063829787	0.680851063829787	47	FALSE	FALSE
183259612	9	67264295	67264359	64	25	27	0.2	0.675675675675676	0.72972972972973	37	FALSE	FALSE
183259634	9	67307271	67307318	47	27	29	0.333333	0.5	0.537037037037037	54	FALSE	FALSE
183259726	9	67553985	67554038	53	26	26	0.306667	0.541666666666667	0.541666666666667	48	FALSE	FALSE
183259860	9	67833113	67833164	51	31	26	0.25974	0.62	0.52	50	FALSE	FALSE
183259906	9	68304827	68304873	46	42	41	0.14433	0.763636363636364	0.745454545454545	55	FALSE	FALSE
183288918	9	136590420	136590470	50	1	0	0.980769	0.0196078431372549	0	51	FALSE	FALSE
183290198	X	251107	251180	73	13	15	0.363636	0.464285714285714	0.535714285714286	28	FALSE	FALSE
183290242	X	282167	282227	60	22	19	0.327869	0.536585365853659	0.463414634146341	41	FALSE	FALSE
183290392	X	346069	346118	49	27	25	0.333333	0.519230769230769	0.480769230769231	52	FALSE	FALSE
183291130	X	750665	750756	91	7	3	0.285714	0.7	0.3	10	FALSE	FALSE
183291153	X	767778	767829	51	28	22	0.315068	0.56	0.44	50	FALSE	FALSE
183291609	X	1012666	1012719	53	21	27	0.368421	0.4375	0.5625	48	FALSE	FALSE
183291848	X	1148427	1148480	53	24	24	0.342466	0.5	0.5	48	FALSE	FALSE
183291984	X	1200833	1200881	48	28	25	0.329114	0.528301886792453	0.471698113207547	53	FALSE	FALSE
183292519	X	1435535	1435604	69	15	17	0.36	0.46875	0.53125	32	FALSE	FALSE
183292673	X	1529648	1529702	54	23	24	0.347222	0.48936170212766	0.51063829787234	47	FALSE	FALSE
183292898	X	1660841	1660904	63	21	17	0.321429	0.552631578947368	0.447368421052632	38	FALSE	FALSE
183292971	X	1713739	1713811	72	11	18	0.395833	0.379310344827586	0.620689655172414	29	FALSE	FALSE
183293054	X	1789587	1789634	47	27	27	0.341463	0.5	0.5	54	FALSE	FALSE
183293096	X	1801937	1801993	56	22	23	0.347826	0.488888888888889	0.511111111111111	45	FALSE	FALSE
183293606	X	2336825	2336872	47	23	31	0.372093	0.425925925925926	0.574074074074074	54	FALSE	FALSE
183293656	X	2392952	2393003	51	25	25	0.342105	0.5	0.5	50	FALSE	FALSE
183293888	X	2561150	2561204	54	23	24	0.347222	0.48936170212766	0.51063829787234	47	FALSE	FALSE
183293996	X	2669404	2669468	64	17	20	0.362069	0.459459459459459	0.540540540540541	37	FALSE	FALSE
183294007	X	2679537	2679596	59	21	21	0.34375	0.5	0.5	42	FALSE	FALSE
183314225	X	49342994	49343062	68	25	23	0.157895	0.757575757575758	0.696969696969697	33	FALSE	FALSE
183314232	X	49534022	49534090	68	27	28	0.112903	0.818181818181818	0.848484848484849	33	FALSE	FALSE
183314238	X	49543578	49543646	68	27	26	0.116667	0.818181818181818	0.787878787878788	33	FALSE	FALSE
183314255	X	49572245	49572313	68	25	25	0.152542	0.757575757575758	0.757575757575758	33	FALSE	FALSE
183314261	X	49581794	49581862	68	27	29	0.111111	0.818181818181818	0.878787878787879	33	FALSE	FALSE
183328111	X	91928512	91928561	49	27	25	0.333333	0.519230769230769	0.480769230769231	52	FALSE	FALSE
183331666	X	102305999	102306048	49	24	26	0.367089	0.461538461538462	0.5	52	FALSE	FALSE
183331692	X	102381067	102381116	49	27	23	0.342105	0.519230769230769	0.442307692307692	52	FALSE	FALSE
183352045	X	155781080	155781138	58	20	22	0.363636	0.465116279069767	0.511627906976744	43	FALSE	FALSE
183352124	X	155985299	155985372	73	15	15	0.318182	0.535714285714286	0.535714285714286	28	FALSE	FALSE
183352195	Y	251107	251180	73	15	13	0.333333	0.535714285714286	0.464285714285714	28	FALSE	FALSE
183352239	Y	282167	282227	60	19	22	0.359375	0.463414634146341	0.536585365853659	41	FALSE	FALSE
183352389	Y	346069	346118	49	25	27	0.35	0.480769230769231	0.519230769230769	52	FALSE	FALSE
183353127	Y	750665	750756	91	3	7	0.444444	0.3	0.7	10	FALSE	FALSE
183353150	Y	767778	767829	51	22	28	0.367089	0.44	0.56	50	FALSE	FALSE
183353606	Y	1012666	1012719	53	27	21	0.314286	0.5625	0.4375	48	FALSE	FALSE
183353845	Y	1148427	1148480	53	24	24	0.342466	0.5	0.5	48	FALSE	FALSE
183353981	Y	1200833	1200881	48	25	28	0.353659	0.471698113207547	0.528301886792453	53	FALSE	FALSE
183354516	Y	1435535	1435604	69	17	15	0.333333	0.53125	0.46875	32	FALSE	FALSE
183354670	Y	1529648	1529702	54	24	23	0.338028	0.51063829787234	0.48936170212766	47	FALSE	FALSE
183354895	Y	1660841	1660904	63	17	21	0.366667	0.447368421052632	0.552631578947368	38	FALSE	FALSE
183354968	Y	1713739	1713811	72	18	11	0.292683	0.620689655172414	0.379310344827586	29	FALSE	FALSE
183355051	Y	1789587	1789634	47	27	27	0.341463	0.5	0.5	54	FALSE	FALSE
183355093	Y	1801937	1801993	56	23	22	0.338235	0.511111111111111	0.488888888888889	45	FALSE	FALSE
183355603	Y	2336825	2336872	47	31	23	0.307692	0.574074074074074	0.425925925925926	54	FALSE	FALSE
183355653	Y	2392952	2393003	51	25	25	0.342105	0.5	0.5	50	FALSE	FALSE
183355885	Y	2561150	2561204	54	24	23	0.338028	0.51063829787234	0.48936170212766	47	FALSE	FALSE
183355993	Y	2669404	2669468	64	20	17	0.327273	0.540540540540541	0.459459459459459	37	FALSE	FALSE
183356004	Y	2679537	2679596	59	21	21	0.34375	0.5	0.5	42	FALSE	FALSE
183356964	Y	5152007	5152056	49	25	27	0.35	0.480769230769231	0.519230769230769	52	FALSE	FALSE
183357416	Y	6451459	6451506	47	28	26	0.333333	0.518518518518518	0.481481481481481	54	FALSE	FALSE
183358890	Y	9713224	9713271	47	26	27	0.353659	0.481481481481481	0.5	54	FALSE	FALSE
183363591	Y	17841688	17841745	57	21	21	0.363636	0.477272727272727	0.477272727272727	44	FALSE	FALSE
183363724	Y	18064266	18064323	57	20	20	0.384615	0.454545454545455	0.454545454545455	44	FALSE	FALSE
183363893	Y	18325474	18325531	57	22	24	0.333333	0.5	0.545454545454545	44	FALSE	FALSE
183365541	Y	22030353	22030404	51	22	26	0.376623	0.44	0.52	50	FALSE	FALSE
183365793	Y	22555991	22556042	51	26	23	0.337838	0.52	0.46	50	FALSE	FALSE
183365985	Y	23074041	23074089	48	44	40	0.106383	0.830188679245283	0.754716981132076	53	FALSE	FALSE
183366026	Y	23156795	23156851	56	24	24	0.314286	0.533333333333333	0.533333333333333	45	FALSE	FALSE
183366028	Y	23161574	23161630	56	24	23	0.318841	0.533333333333333	0.511111111111111	45	FALSE	FALSE
183366047	Y	23220388	23220449	61	28	29	0.185714	0.7	0.725	40	FALSE	FALSE
183366051	Y	23235222	23235278	56	36	34	0.125	0.8	0.755555555555556	45	FALSE	FALSE
183366053	Y	23240000	23240056	56	40	37	0.0722892	0.888888888888889	0.822222222222222	45	FALSE	FALSE
183366055	Y	23244780	23244836	56	38	40	0.0930233	0.844444444444444	0.888888888888889	45	FALSE	FALSE
183366057	Y	23251935	23251991	56	38	38	0.0952381	0.844444444444444	0.844444444444444	45	FALSE	FALSE
183366096	Y	23346615	23346663	48	40	42	0.145833	0.754716981132076	0.792452830188679	53	FALSE	FALSE
183366110	Y	23396033	23396093	60	21	20	0.33871	0.51219512195122	0.48780487804878	41	FALSE	FALSE
183366476	Y	24167833	24167881	48	28	29	0.313253	0.528301886792453	0.547169811320755	53	FALSE	FALSE
183366716	Y	24707785	24707833	48	42	40	0.12766	0.792452830188679	0.754716981132076	53	FALSE	FALSE
183366756	Y	24797648	24797704	56	39	37	0.0843373	0.866666666666667	0.822222222222222	45	FALSE	FALSE
183366772	Y	24834774	24834835	61	30	31	0.152778	0.75	0.775	40	FALSE	FALSE
183366777	Y	24860456	24860512	56	38	42	0.0909091	0.844444444444444	0.933333333333333	45	FALSE	FALSE
183366779	Y	24865236	24865292	56	40	41	0.0689655	0.888888888888889	0.911111111111111	45	FALSE	FALSE
183366818	Y	24962274	24962322	48	41	43	0.134021	0.773584905660377	0.811320754716981	53	FALSE	FALSE
183367060	Y	25502264	25502312	48	28	27	0.320988	0.528301886792453	0.509433962264151	53	FALSE	FALSE
183367289	Y	25897395	25897453	58	21	21	0.353846	0.488372093023256	0.488372093023256	43	FALSE	FALSE
183367691	Y	56967600	56967658	58	22	20	0.34375	0.511627906976744	0.465116279069767	43	FALSE	FALSE
183367770	Y	57171819	57171892	73	15	15	0.318182	0.535714285714286	0.535714285714286	28	FALSE	FALSE
182168450	1	50628	50676	48	37	37	0.186813	0.69811320754717	0.69811320754717	53	FALSE	FALSE
182168495	1	147424	147492	68	22	21	0.218182	0.666666666666667	0.636363636363636	33	FALSE	FALSE
182177908	1	16667105	16667153	48	27	26	0.3375	0.509433962264151	0.490566037735849	53	FALSE	FALSE
182177931	1	16740311	16740359	48	28	28	0.317073	0.528301886792453	0.528301886792453	53	FALSE	FALSE
182177945	1	16775299	16775348	49	27	26	0.329114	0.519230769230769	0.5	52	FALSE	FALSE
182212410	1	103629965	103630013	48	22	23	0.415584	0.415094339622642	0.433962264150943	53	FALSE	FALSE
182212429	1	103724090	103724138	48	23	22	0.407895	0.433962264150943	0.415094339622642	53	FALSE	FALSE
182218191	1	119994179	119994231	52	39	33	0.13253	0.795918367346939	0.673469387755102	49	FALSE	FALSE
182218442	1	120796242	120796294	52	40	37	0.114943	0.816326530612245	0.755102040816326	49	FALSE	FALSE
182218533	1	121001499	121001552	53	33	31	0.2	0.6875	0.645833333333333	48	FALSE	FALSE
182219350	1	143346351	143346401	50	36	37	0.179775	0.705882352941177	0.725490196078431	51	FALSE	FALSE
182219592	1	143784656	143784709	53	31	33	0.219512	0.645833333333333	0.6875	48	FALSE	FALSE
182219855	1	144171925	144171975	50	37	34	0.174419	0.725490196078431	0.666666666666667	51	FALSE	FALSE
182219954	1	144337717	144337768	51	30	28	0.265823	0.6	0.56	50	FALSE	FALSE
182220063	1	144569756	144569804	48	42	46	0.12	0.792452830188679	0.867924528301887	53	FALSE	FALSE
182220086	1	144628750	144628801	51	28	30	0.283951	0.56	0.6	50	FALSE	FALSE
182220182	1	144794409	144794459	50	35	35	0.195402	0.686274509803922	0.686274509803922	51	FALSE	FALSE
