Repeatid	Detected	Frequency
182352358	TRUE	0
182352362	TRUE	0
182352368	TRUE	0
182352374	TRUE	0
182352391	TRUE	0
182352397	TRUE	0
182352398	TRUE	0
182352400	TRUE	0
182352402	TRUE	0
182352408	TRUE	0
182352412	TRUE	0
182352418	TRUE	0
182352489	TRUE	0
182352521	TRUE	0
182352527	TRUE	0
182352531	TRUE	0
182352534	TRUE	0
182352541	TRUE	0
182352551	TRUE	0
182352560	TRUE	0.209497206703911
182352563	TRUE	0
182352579	TRUE	0
182352583	TRUE	0
182352605	TRUE	0
182352606	TRUE	0.00837988826815642
182352633	TRUE	0
182352641	TRUE	0
182352661	TRUE	0.00558659217877095
182352662	TRUE	0
182352687	TRUE	0
182352690	TRUE	0
182352694	TRUE	0
182352742	TRUE	0
182352768	TRUE	0
182352779	TRUE	0
182352835	TRUE	0
182352839	TRUE	0
182352845	TRUE	0
182352857	TRUE	0
182352885	TRUE	0
182352921	TRUE	0
182352945	TRUE	0
182352965	TRUE	0
182352969	TRUE	0
182352991	TRUE	0
182353026	TRUE	0
182353029	TRUE	0
182353045	TRUE	0
182353065	TRUE	0
182353096	TRUE	0
182353141	TRUE	0
182353203	TRUE	0
182353211	TRUE	0
182353223	TRUE	0
182353247	TRUE	0
182353326	TRUE	0
182353352	TRUE	0
182353365	TRUE	0.00837988826815642
182353393	TRUE	0
182353410	TRUE	0
182353459	TRUE	0
182353494	TRUE	0
182353500	TRUE	0
182353519	TRUE	0
182353595	TRUE	0
182353612	TRUE	0
182353630	TRUE	0
182353647	TRUE	0
182353658	TRUE	0
182353719	TRUE	0
182353724	TRUE	0
182353743	TRUE	0
182353770	TRUE	0
182353772	TRUE	0
182353805	TRUE	0
182353870	TRUE	0.0195530726256983
182353900	TRUE	0
182353917	TRUE	0
182353980	TRUE	0
182353985	TRUE	0
182353998	TRUE	0
182354010	TRUE	0
182354152	TRUE	0
182354231	TRUE	0
182354293	TRUE	0
182354309	TRUE	0
182354389	TRUE	0
182354396	TRUE	0
182354479	TRUE	0
182354483	TRUE	0.00279329608938548
182354508	TRUE	0
182354574	TRUE	0
182354620	TRUE	0
182354676	TRUE	0
182354711	TRUE	0
182354714	TRUE	0
182354779	TRUE	0
182354932	TRUE	0
182354953	TRUE	0
182355033	TRUE	0
182355104	TRUE	0
182355209	TRUE	0
182355248	TRUE	0
182355250	TRUE	0
182355254	TRUE	0
182355324	TRUE	0.26536312849162
182355368	TRUE	0
182355565	TRUE	0
182355635	TRUE	0
182355641	TRUE	0
182355697	TRUE	0.00279329608938548
182355735	TRUE	0.00279329608938548
182355744	TRUE	0
182355759	TRUE	0
182355824	TRUE	0
182355843	TRUE	0
182355870	TRUE	0
182355875	TRUE	0.00279329608938548
182355880	TRUE	0
182355890	TRUE	0
182355895	TRUE	0
182355922	TRUE	0
182355933	TRUE	0
182355967	TRUE	0
182355986	TRUE	0
182356008	TRUE	0
182356047	TRUE	0
182356052	TRUE	0
182356072	TRUE	0
182356157	TRUE	0
182356165	TRUE	0
182356168	TRUE	0
182356209	TRUE	0.00279329608938548
182356271	TRUE	0.00837988826815642
182356292	TRUE	0
182356348	TRUE	0
182356392	TRUE	0
182356410	TRUE	0
182356420	TRUE	0
182356458	TRUE	0
182356553	TRUE	0
182356595	TRUE	0
182356673	TRUE	0
182356683	TRUE	0.689944134078212
182356773	TRUE	0
182356785	TRUE	0
182356842	TRUE	0.108938547486034
182357020	TRUE	0
182357069	TRUE	0
182357158	TRUE	0
182357324	TRUE	0
182357332	TRUE	0
182357362	TRUE	0
182357401	TRUE	0
182357623	TRUE	0
182357646	TRUE	0
182357659	TRUE	0
182357691	TRUE	0
182357703	TRUE	0
182357712	TRUE	0
182357726	TRUE	0
182357777	TRUE	0
182357803	TRUE	0
182357835	TRUE	0
182357839	TRUE	0
182357868	TRUE	0
182357911	TRUE	0
182357919	TRUE	0
182357956	TRUE	0
182357975	TRUE	0
182358020	TRUE	0
182358032	TRUE	0
182358041	TRUE	0
182358058	TRUE	0
182358096	TRUE	0
182358126	TRUE	0
182358150	TRUE	0
182358151	TRUE	0
182358161	TRUE	0
182358184	TRUE	0
182358199	TRUE	0
182358313	TRUE	0.0558659217877095
182358402	TRUE	0
182358423	TRUE	0
182358449	TRUE	0
182358458	TRUE	0
182358527	TRUE	0
182358540	TRUE	0
182358640	TRUE	0
182358642	TRUE	0
182358646	TRUE	0.0111731843575419
182358658	TRUE	0
182358757	TRUE	0
182358926	TRUE	0.00279329608938548
182358965	TRUE	0
182359034	TRUE	0
182359058	TRUE	0
182359094	TRUE	0
182359158	TRUE	0
182359226	TRUE	0
182359247	TRUE	0
182359337	TRUE	0
182359445	TRUE	0
182359477	TRUE	0
182359484	TRUE	0
182359509	TRUE	0
182359719	TRUE	0
182359784	TRUE	0
182359824	TRUE	0
182359848	TRUE	0
182359873	TRUE	0
182359906	TRUE	0
182359918	TRUE	0
182359995	TRUE	0
182360035	TRUE	0
182360111	TRUE	0.134078212290503
182360181	TRUE	0
182360213	TRUE	0
182360233	TRUE	0
182360235	TRUE	0
182360269	TRUE	0
182360274	TRUE	0
182360366	TRUE	0.0111731843575419
182360428	TRUE	0
182360460	TRUE	0
182360475	TRUE	0
182360479	TRUE	0
182360481	TRUE	0
182360492	TRUE	0
182360531	TRUE	0.00837988826815642
182360578	TRUE	0
182360598	TRUE	0
182360600	TRUE	0
182360622	TRUE	0
182360700	TRUE	0
182360715	TRUE	0
182360730	TRUE	0
182360732	TRUE	0
182360744	TRUE	0.00279329608938548
182360813	TRUE	0
182360844	TRUE	0
182360865	TRUE	0
182360936	TRUE	0.837988826815642
182360959	TRUE	0
182360980	TRUE	0
182360986	TRUE	0
182361002	TRUE	0
182361030	TRUE	0
182361068	TRUE	0
182361074	TRUE	0
182361094	TRUE	0
182361095	TRUE	0
182361099	TRUE	0
182361114	TRUE	0
182361122	TRUE	0
182361295	TRUE	0
182361303	TRUE	0
182361310	TRUE	0
182361317	TRUE	0.00837988826815642
182361321	TRUE	0
182361381	TRUE	0
182361394	TRUE	0
182361396	TRUE	0
182361422	TRUE	0.0865921787709497
182361430	TRUE	0
182361435	TRUE	0
182361453	TRUE	0
182361475	TRUE	0
182361478	TRUE	0
182361492	TRUE	0
182361514	TRUE	0
182361522	TRUE	0
182361524	TRUE	0
182361634	TRUE	0
182361638	TRUE	0
182361652	TRUE	0
182361717	TRUE	0
182361799	TRUE	0
182361980	TRUE	0
182362122	TRUE	0
182362178	TRUE	0
182362227	TRUE	0
182362230	TRUE	0.0139664804469274
182362239	TRUE	0
182362274	TRUE	0.00279329608938548
182362361	TRUE	0
182362538	TRUE	0
182362545	TRUE	0.00837988826815642
182362575	TRUE	0
182362583	TRUE	0
182362723	TRUE	0
182362934	TRUE	0
182362955	TRUE	0
182362960	TRUE	0
182362972	TRUE	0
182363028	TRUE	0
182363044	TRUE	0
182363109	TRUE	0
182363126	TRUE	0
182363127	TRUE	0
182363180	TRUE	0
182363270	TRUE	0
182363327	TRUE	0
182363347	TRUE	0
182363368	TRUE	0
182363394	TRUE	0
182363411	TRUE	0
182363481	TRUE	0
182363508	TRUE	0
182363513	TRUE	0
182363698	TRUE	0
182363703	TRUE	0
182363712	TRUE	0
182363773	TRUE	0
182363776	TRUE	0
182363824	TRUE	0.00558659217877095
182363826	TRUE	0.00837988826815642
182363844	TRUE	0
182363896	TRUE	0
182363964	TRUE	0
182363965	TRUE	0
182363967	TRUE	0
182364018	TRUE	0
182364047	TRUE	0
182364243	TRUE	0
182364256	TRUE	0
182364266	TRUE	0
182364316	TRUE	0
182364425	TRUE	0
182364547	TRUE	0
182364577	TRUE	0
182364688	TRUE	0
182364723	TRUE	0
182364777	TRUE	0
182364867	TRUE	0
182364870	TRUE	0
182364879	TRUE	0
182364881	TRUE	0.00558659217877095
182364904	TRUE	0
182364911	TRUE	0
182365041	TRUE	0
182365085	TRUE	0
182365314	TRUE	0
182365324	TRUE	0
182365365	TRUE	0.00279329608938548
182365411	TRUE	0
182365820	TRUE	0
182365881	TRUE	0
182365921	TRUE	0
182365924	TRUE	0
182365974	TRUE	0
182366007	TRUE	0
182366048	TRUE	0
182366174	TRUE	0.122905027932961
182366177	TRUE	0
182366212	TRUE	0
182366252	TRUE	0
182366253	TRUE	0
182366278	TRUE	0
182366342	TRUE	0
182366366	TRUE	0
182366372	TRUE	0
182366467	TRUE	0
182366525	TRUE	0
182366651	TRUE	0
182366690	TRUE	0
182366697	TRUE	0
182366699	TRUE	0
182366833	TRUE	0
182366840	TRUE	0
182366841	TRUE	0
182366858	TRUE	0
182366869	TRUE	0
182366935	TRUE	0.128491620111732
182367114	TRUE	0
182367140	TRUE	0
182367290	TRUE	0
182367294	TRUE	0
182367417	TRUE	0
182367424	TRUE	0
182367443	TRUE	0
182367464	TRUE	0
182367474	TRUE	0
182367611	TRUE	0
182367640	TRUE	0
182367680	TRUE	0
182367698	TRUE	0
182367772	TRUE	0
182367782	TRUE	0
182367964	TRUE	0
182368013	TRUE	0
182368043	TRUE	0
182368145	TRUE	0
182368193	TRUE	0
182368233	TRUE	0
182368251	TRUE	0
182368528	TRUE	0
182368581	TRUE	0
182368684	TRUE	0
182368759	TRUE	0
182368760	TRUE	0
182368761	TRUE	0.00837988826815642
182368861	TRUE	0
182368862	TRUE	0
182368870	TRUE	0
182368879	TRUE	0
182368955	TRUE	0
182368996	TRUE	0
182369062	TRUE	0
182369162	TRUE	0
182369303	TRUE	0
182369379	TRUE	0
182369388	TRUE	0
182369429	TRUE	0
182369475	TRUE	0
182369612	TRUE	0
182369615	TRUE	0
182369679	TRUE	0
182369712	TRUE	0
182369736	TRUE	0
182369742	TRUE	0
182369923	TRUE	0
182369972	TRUE	0
182369982	TRUE	0
182370018	TRUE	0
182370068	TRUE	0
182370261	TRUE	0
182370263	TRUE	0
182370312	TRUE	0
182370315	TRUE	0.0167597765363129
182370361	TRUE	0
182370419	TRUE	0
182370446	TRUE	0
182370602	TRUE	0
182370659	TRUE	0
182370717	TRUE	0
182370725	TRUE	0.0111731843575419
182370761	TRUE	0
182370784	TRUE	0
182370806	TRUE	0
182370851	TRUE	0
182370966	TRUE	0
182371031	TRUE	0.00558659217877095
182371043	TRUE	0
182371147	TRUE	0
182371208	TRUE	0
182371229	TRUE	0.0558659217877095
182371296	TRUE	0
182371301	TRUE	0
182371306	TRUE	0
182371309	TRUE	0
182371325	TRUE	0
182371415	TRUE	0
182371432	TRUE	0
182371539	TRUE	0.631284916201117
182371578	TRUE	0
182371636	TRUE	0
182371721	TRUE	0
182371929	TRUE	0
182371946	TRUE	0
182371952	TRUE	0
182371961	TRUE	0
182372007	TRUE	0
182372040	TRUE	0
182372057	TRUE	0
182372064	TRUE	0
182372137	TRUE	0
182372172	TRUE	0
182372180	TRUE	0
182372326	TRUE	0
182372370	TRUE	0
182372399	TRUE	0
182372406	TRUE	0
182372409	TRUE	0
182372424	TRUE	0
182372438	TRUE	0
182372459	TRUE	0
182372467	TRUE	0
182372492	TRUE	0
182372547	TRUE	0
182372632	TRUE	0
182372643	TRUE	0
182372679	TRUE	0
182372688	TRUE	0
182372774	TRUE	0
182372778	TRUE	0
182372787	TRUE	0
182372804	TRUE	0
182372809	TRUE	0
182372878	TRUE	0
182372881	TRUE	0.0111731843575419
182372889	TRUE	0.00837988826815642
182372907	TRUE	0
182372909	TRUE	0
182372921	TRUE	0
182372931	TRUE	0
182372939	TRUE	0
182372984	TRUE	0
182373019	TRUE	0
182373032	TRUE	0
182373033	TRUE	0
182373039	TRUE	0
182373070	TRUE	0
182373097	TRUE	0
182373099	TRUE	0
182373209	TRUE	0
182373215	TRUE	0
182373218	TRUE	0.0418994413407821
182373315	TRUE	0
182373318	TRUE	0
182373363	TRUE	0
182373387	TRUE	0
182373421	TRUE	0
182373422	TRUE	0
182373424	TRUE	0
182373427	TRUE	0
182373474	TRUE	0
182373484	TRUE	0
182373496	TRUE	0
182373510	TRUE	0
182373518	TRUE	0
182373544	TRUE	0
182373554	TRUE	0
182373555	TRUE	0
182373570	TRUE	0
182373581	TRUE	0
182373624	TRUE	0
182373642	TRUE	0
182373660	TRUE	0
182373731	TRUE	0
182373752	TRUE	0.00837988826815642
182373780	TRUE	0
182373788	TRUE	0
182373792	TRUE	0
182373871	TRUE	0
182373938	TRUE	0
182374199	TRUE	0
182374203	TRUE	0.00279329608938548
182374304	TRUE	0.00279329608938548
182374309	TRUE	0.0223463687150838
182374372	TRUE	0
182374410	TRUE	0
182374416	TRUE	0
182374449	TRUE	0
182374524	TRUE	0
182374613	TRUE	0
182374622	TRUE	0
182374661	TRUE	0
182374692	TRUE	0
182374702	TRUE	0
182374728	TRUE	0
182374775	TRUE	0
182374791	TRUE	0
182374859	TRUE	0
182374870	TRUE	0
182375129	TRUE	0.134078212290503
182375172	TRUE	0
182375365	TRUE	0
182375372	TRUE	0
182375398	TRUE	0
182375460	TRUE	0
182375463	TRUE	0
182375465	TRUE	0
182375505	TRUE	0
182375579	TRUE	0
182375622	TRUE	0
182375639	TRUE	0
182375653	TRUE	0
182375799	TRUE	0
182375815	TRUE	0
182375816	TRUE	0
182375840	TRUE	0
182375860	TRUE	0
182375877	TRUE	0
182375888	TRUE	0
182375920	TRUE	0
182375975	TRUE	0
182375999	TRUE	0
182376025	TRUE	0
182376044	TRUE	0
182376158	TRUE	0
182376159	TRUE	0
182376166	TRUE	0
182376170	TRUE	0
182376282	TRUE	0
182376336	TRUE	0
182376386	TRUE	0
182376435	TRUE	0
182376438	TRUE	0
182376514	TRUE	0
182376563	TRUE	0
182376582	TRUE	0
182376613	TRUE	0
182376649	TRUE	0
182376668	TRUE	0.058659217877095
182376757	TRUE	0
182376800	TRUE	0.0111731843575419
182376836	TRUE	0
182376856	TRUE	0
182376890	TRUE	0
182376908	TRUE	0
182377081	TRUE	0
182377111	TRUE	0
182377163	TRUE	0
182377174	TRUE	0
182377175	TRUE	0
182377196	TRUE	0
182377334	TRUE	0
182377423	TRUE	0
182377444	TRUE	0
182377489	TRUE	0
182377538	TRUE	0
182377569	TRUE	0
182377624	TRUE	0
182377717	TRUE	0
182377731	TRUE	0
182377732	TRUE	0
182377829	TRUE	0
182377982	TRUE	0
182378009	TRUE	0
182378040	TRUE	0
182378076	TRUE	0
182378126	TRUE	0
182378241	TRUE	0
182378246	TRUE	0
182378271	TRUE	0
182378273	TRUE	0
182378281	TRUE	0
182378288	TRUE	0
182378320	TRUE	0
182378325	TRUE	0
182378340	TRUE	0
182378349	TRUE	0
182378387	TRUE	0
182378406	TRUE	0
182378469	TRUE	0
182378487	TRUE	0
182378496	TRUE	0
182378505	TRUE	0.00279329608938548
182378524	TRUE	0
182378567	TRUE	0
182378641	TRUE	0
182378645	TRUE	0
182378652	TRUE	0
182378721	TRUE	0
182378723	TRUE	0
182378749	TRUE	0
182378773	TRUE	0
182378824	TRUE	0.00279329608938548
182378858	TRUE	0
182378997	TRUE	0
182379023	TRUE	0
182379027	TRUE	0
182379086	TRUE	0
182379120	TRUE	0
182379123	TRUE	0
182379166	TRUE	0
182379194	TRUE	0
182379209	TRUE	0
182379210	TRUE	0
182379216	TRUE	0
182379245	TRUE	0.0502793296089386
182379263	TRUE	0
182379270	TRUE	0
182379275	TRUE	0
182379288	TRUE	0
182379384	TRUE	0
182379385	TRUE	0
182379527	TRUE	0
182379533	TRUE	0
182379587	TRUE	0
182379607	TRUE	0
182379614	TRUE	0
182379702	TRUE	0
182379734	TRUE	0
182379735	TRUE	0
182379751	TRUE	0
182379755	TRUE	0
182379854	TRUE	0.00279329608938548
182379856	TRUE	0
182379899	TRUE	0
182379912	TRUE	0
182379915	TRUE	0
182379979	TRUE	0
182380039	TRUE	0
182380048	TRUE	0
182380078	TRUE	0
182380089	TRUE	0
182380092	TRUE	0
182380129	TRUE	0
182380214	TRUE	0
182380235	TRUE	0
182380355	TRUE	0
182380392	TRUE	0.00558659217877095
182380452	TRUE	0.00837988826815642
182380494	TRUE	0
182380574	TRUE	0
182380583	TRUE	0
182380673	TRUE	0
182380678	TRUE	0
182380712	TRUE	0
182380741	TRUE	0
182380751	TRUE	0
182380907	TRUE	0
182380924	TRUE	0
182380926	TRUE	0
182380931	TRUE	0
182380937	TRUE	0
182380949	TRUE	0.00558659217877095
182380960	TRUE	0
182380962	TRUE	0
182381179	TRUE	0
182381235	TRUE	0
182381340	TRUE	0
182381448	TRUE	0
182381536	TRUE	0
182381709	TRUE	0
182381868	TRUE	0
182381885	TRUE	0.868715083798883
182381889	TRUE	0
182381908	TRUE	0
182382074	TRUE	0
182382085	TRUE	0
182382118	TRUE	0
182382122	TRUE	0
182382133	TRUE	0
182382145	TRUE	0
182382147	TRUE	0
182382157	TRUE	0
182382165	TRUE	0
182382174	TRUE	0
182382193	TRUE	0
182382236	TRUE	0
182382250	TRUE	0
182382263	TRUE	0
182382292	TRUE	0.00279329608938548
182382417	TRUE	0
182382484	TRUE	0
182382505	TRUE	0
182382506	TRUE	0
182382582	TRUE	0
182382608	TRUE	0
182382618	TRUE	0
182382629	TRUE	0
182382642	TRUE	0
182382795	TRUE	0
182382846	TRUE	0
182382894	TRUE	0
182382902	TRUE	0
182382928	TRUE	0
182382929	TRUE	0
182382938	TRUE	0
182382954	TRUE	0
182383002	TRUE	0
182383054	TRUE	0
182383118	TRUE	0
182383191	TRUE	0.00279329608938548
182383231	TRUE	0
182383415	TRUE	0
182383419	TRUE	0
182383459	TRUE	0
182383493	TRUE	0
182383508	TRUE	0
182383511	TRUE	0
182383529	TRUE	0
182383573	TRUE	0.0139664804469274
182383609	TRUE	0.0865921787709497
182383668	TRUE	0
182383707	TRUE	0
182383731	TRUE	0
182383772	TRUE	0.00837988826815642
182383775	TRUE	0
182383801	TRUE	0
182383887	TRUE	0.00558659217877095
182383897	TRUE	0.0670391061452514
182383943	TRUE	0
182383968	TRUE	0
182383971	TRUE	0
182384014	TRUE	0
182384027	TRUE	0
182384061	TRUE	0
182384102	TRUE	0
182384112	TRUE	0
182384121	TRUE	0
182384203	TRUE	0
182384286	TRUE	0
182384353	TRUE	0
182384355	TRUE	0
182384371	TRUE	0
182384451	TRUE	0
182384478	TRUE	0
182384490	TRUE	0
182384527	TRUE	0
182384533	TRUE	0
182384560	TRUE	0
182384563	TRUE	0.00279329608938548
182384619	TRUE	0
182384623	TRUE	0
182384624	TRUE	0
182384661	TRUE	0
182384685	TRUE	0
182384720	TRUE	0
182384756	TRUE	0
182384769	TRUE	0
182384788	TRUE	0
182384848	TRUE	0
182384927	TRUE	0
182385035	TRUE	0
182385056	TRUE	0
182385067	TRUE	0.00558659217877095
182385128	TRUE	0
182385182	TRUE	0
182385196	TRUE	0
182385266	TRUE	0
182385290	TRUE	0
182385398	TRUE	0.0391061452513967
182385442	TRUE	0
182385502	TRUE	0
182385604	TRUE	0.0391061452513967
182385629	TRUE	0.00837988826815642
182385634	TRUE	0
182385721	TRUE	0
182385781	TRUE	0.0558659217877095
182385789	TRUE	0
182385804	TRUE	0
182385851	TRUE	0
182385862	TRUE	0
182385897	TRUE	0
182385979	TRUE	0
182386094	TRUE	0
182386111	TRUE	0
182386204	TRUE	0
182386361	TRUE	0
182386372	TRUE	0.139664804469274
182386526	TRUE	0
182386528	TRUE	0
182386637	TRUE	0
182386655	TRUE	0
182386663	TRUE	0
182386687	TRUE	0
182386700	TRUE	0
182386723	TRUE	0
182386796	TRUE	0
182386910	TRUE	0
182386916	TRUE	0
182386923	TRUE	0
182386952	TRUE	0
182386961	TRUE	0
182387182	TRUE	0
182387273	TRUE	0.731843575418994
182387287	TRUE	0
182387326	TRUE	0
182387341	TRUE	0
182387483	TRUE	0
182387492	TRUE	0
182387512	TRUE	0.0111731843575419
182387548	TRUE	0
182387606	TRUE	0
182387649	TRUE	0
182387697	TRUE	0
182387790	TRUE	0
182387893	TRUE	0
182387939	TRUE	0
182387981	TRUE	0
182388023	TRUE	0
182388030	TRUE	0
182388031	TRUE	0
182388052	TRUE	0
182388059	TRUE	0
182388127	TRUE	0
182388129	TRUE	0
182388222	TRUE	0
182388261	TRUE	0
182388266	TRUE	0
182388275	TRUE	0
182388280	TRUE	0
182388283	TRUE	0
182388288	TRUE	0
182388315	TRUE	0
182388341	TRUE	0
182388343	TRUE	0
182388348	TRUE	0
182388354	TRUE	0
182388355	TRUE	0.67877094972067
182388364	TRUE	0
182388400	TRUE	0
182388439	TRUE	0
182388471	TRUE	0.00279329608938548
182388615	TRUE	0.0363128491620112
182388672	TRUE	0
182388847	TRUE	0
182388855	TRUE	0
182388961	TRUE	0
182388984	TRUE	0
182389069	TRUE	0
182389089	TRUE	0
182389095	TRUE	0
182389105	TRUE	0.0418994413407821
182389138	TRUE	0
182389175	TRUE	0
182389176	TRUE	0
182389209	TRUE	0
182389232	TRUE	0
182389407	TRUE	0
182389452	TRUE	0
182389463	TRUE	0
182389505	TRUE	0
182389518	TRUE	0
182389637	TRUE	0.00279329608938548
182389641	TRUE	0
182389646	TRUE	0
182389685	TRUE	0
182389694	TRUE	0
182389735	TRUE	0.00558659217877095
182389766	TRUE	0
182389898	TRUE	0
182389940	TRUE	0
182389987	TRUE	0
182390079	TRUE	0
182390114	TRUE	0
182390200	TRUE	0
182390207	TRUE	0
182390503	TRUE	0.00558659217877095
182390620	TRUE	0
182390678	TRUE	0
182390939	TRUE	0
182390943	TRUE	0
182390964	TRUE	0
182391001	TRUE	0
182391150	TRUE	0
182391160	TRUE	0
182391216	TRUE	0
182391218	TRUE	0
182391364	TRUE	0
182391396	TRUE	0
182391440	TRUE	0
182391446	TRUE	0
182391496	TRUE	0
182391639	TRUE	0
182391717	TRUE	0
182391725	TRUE	0
182391752	TRUE	0
182391787	TRUE	0.0474860335195531
182391852	TRUE	0
182391861	TRUE	0
182391917	TRUE	0
182392051	TRUE	0
182392055	TRUE	0
182392085	TRUE	0
182392160	TRUE	0
182392172	TRUE	0
182392181	TRUE	0
182392192	TRUE	0
182392286	TRUE	0
182392307	TRUE	0
182392350	TRUE	0
182392388	TRUE	0
182392409	TRUE	0
182392493	TRUE	0
182392513	TRUE	0
182392521	TRUE	0
182392547	TRUE	0
182392586	TRUE	0
182392596	TRUE	0
182392601	TRUE	0
182392634	TRUE	0
182392659	TRUE	0
182392675	TRUE	0.539106145251397
182392709	TRUE	0
182392713	TRUE	0
182392784	TRUE	0
182392860	TRUE	0
182392937	TRUE	0
182392986	TRUE	0
182392995	TRUE	0
182393008	TRUE	0
182393011	TRUE	0
182393015	TRUE	0
182393017	TRUE	0
182393020	TRUE	0
182393021	TRUE	0
182393026	TRUE	0
182393027	TRUE	0
182393048	TRUE	0
182393282	TRUE	0
182393325	TRUE	0
182393375	TRUE	0
182393413	TRUE	0
182393491	TRUE	0
182393581	TRUE	0
182393635	TRUE	0
182393700	TRUE	0
182393749	TRUE	0
182393760	TRUE	0
182393874	TRUE	0
182393892	TRUE	0
182393896	TRUE	0
182393940	TRUE	0
182393957	TRUE	0
182393967	TRUE	0
182393973	TRUE	0
182394001	TRUE	0
182394041	TRUE	0
182394053	TRUE	0
182394097	TRUE	0
182394126	TRUE	0
182394171	TRUE	0
182394174	TRUE	0
182394191	TRUE	0
182394220	TRUE	0
182394236	TRUE	0
182394245	TRUE	0
182394272	TRUE	0
182394276	TRUE	0.0195530726256983
182394296	TRUE	0.00558659217877095
182394312	TRUE	0
182394355	TRUE	0
182394424	TRUE	0
182394476	TRUE	0
182394502	TRUE	0
182394572	TRUE	0
182394613	TRUE	0
182394622	TRUE	0
182394652	TRUE	0
182394666	TRUE	0
182394698	TRUE	0
182394714	TRUE	0
182394791	TRUE	0
182394866	TRUE	0
182394886	TRUE	0
182394937	TRUE	0
182394959	TRUE	0
182394984	TRUE	0
182394987	TRUE	0
182395012	TRUE	0
182395013	TRUE	0
182395049	TRUE	0
182395185	TRUE	0
182395188	TRUE	0.00837988826815642
182395239	TRUE	0
182395270	TRUE	0
182395339	TRUE	0
182395380	TRUE	0.0614525139664804
182395404	TRUE	0
182395500	TRUE	0
182395510	TRUE	0
182395597	TRUE	0
182395612	TRUE	0
182395700	TRUE	0
182395723	TRUE	0
182395760	TRUE	0
182395898	TRUE	0.00279329608938548
182395937	TRUE	0
182395959	TRUE	0
182395964	TRUE	0
182396039	TRUE	0
182396042	TRUE	0
182396046	TRUE	0
182396050	TRUE	0
182396053	TRUE	0
182396085	TRUE	0
182396120	TRUE	0
182396122	TRUE	0
182396126	TRUE	0
182396139	TRUE	0
182396201	TRUE	0
182396208	TRUE	0
182396215	TRUE	0
182396277	TRUE	0
182396299	TRUE	0
182396380	TRUE	0
182396427	TRUE	0
182396451	TRUE	0
182396459	TRUE	0
182396461	TRUE	0
182396469	TRUE	0
182396483	TRUE	0
182396569	TRUE	0
182396632	TRUE	0
182396698	TRUE	0
182396708	TRUE	0
182396771	TRUE	0
182396799	TRUE	0
182396829	TRUE	0
182396851	TRUE	0
182396913	TRUE	0
182396933	TRUE	0
182396941	TRUE	0
182396982	TRUE	0
182397013	TRUE	0
182397061	TRUE	0
182397073	TRUE	0
182397215	TRUE	0
182397237	TRUE	0
182397242	TRUE	0
182397279	TRUE	0
182397341	TRUE	0
182397363	TRUE	0
182397371	TRUE	0
182397375	TRUE	0
182397459	TRUE	0
182397471	TRUE	0
182397554	TRUE	0
182397631	TRUE	0
182397693	TRUE	0
182397840	TRUE	0
182397851	TRUE	0
182397888	TRUE	0
182397928	TRUE	0
182397964	TRUE	0
182398064	TRUE	0.0363128491620112
182398095	TRUE	0
182398154	TRUE	0
182398210	TRUE	0
182398211	TRUE	0
182398216	TRUE	0
182398356	TRUE	0
182398368	TRUE	0
182398387	TRUE	0
182398389	TRUE	0
182398395	TRUE	0
182398401	TRUE	0
182398434	TRUE	0
182398441	TRUE	0
182398442	TRUE	0
182398443	TRUE	0
182398458	TRUE	0
182398490	TRUE	0
182398522	TRUE	0
182398533	TRUE	0
182398534	TRUE	0
182398576	TRUE	0
182398631	TRUE	0
182398656	TRUE	0
182398729	TRUE	0
182398759	TRUE	0
182398782	TRUE	0
182398901	TRUE	0
182398922	TRUE	0
182398924	TRUE	0
182398980	TRUE	0
182399077	TRUE	0
182399091	TRUE	0
182399125	TRUE	0
182399145	TRUE	0
182399155	TRUE	0
182399160	TRUE	0
182399167	TRUE	0
182399177	TRUE	0
182399200	TRUE	0
182399206	TRUE	0
182399222	TRUE	0
182399285	TRUE	0.262569832402235
182399333	TRUE	0
182399336	TRUE	0
182399348	TRUE	0
182399355	TRUE	0
182399380	TRUE	0
182399411	TRUE	0
182399425	TRUE	0
182399525	TRUE	0
182399548	TRUE	0
182399549	TRUE	0
182399612	TRUE	0
182399664	TRUE	0
182399704	TRUE	0
182399708	TRUE	0
182399822	TRUE	0
182399824	TRUE	0
182399834	TRUE	0.0111731843575419
182399842	TRUE	0
182399868	TRUE	0
182399869	TRUE	0
182399884	TRUE	0
182399920	TRUE	0
182399941	TRUE	0
182400043	TRUE	0
182400057	TRUE	0
182400111	TRUE	0
182400215	TRUE	0.00558659217877095
182400272	TRUE	0
182400275	TRUE	0
182400291	TRUE	0
182400328	TRUE	0
182400365	TRUE	0
182400465	TRUE	0.0139664804469274
182400492	TRUE	0
182400543	TRUE	0
182400647	TRUE	0
182400723	TRUE	0
182400776	TRUE	0
182400783	TRUE	0
182400886	TRUE	0
182400899	TRUE	0
182400913	TRUE	0
182400923	TRUE	0.251396648044693
182400987	TRUE	0
182401063	TRUE	0
182401064	TRUE	0
182401095	TRUE	0
182401154	TRUE	0
182401281	TRUE	0
182401363	TRUE	0
182401376	TRUE	0
182401384	TRUE	0
182401393	TRUE	0
182401403	TRUE	0
182401411	TRUE	0
182401449	TRUE	0
182401463	TRUE	0
182401483	TRUE	0
182401646	TRUE	0
182401666	TRUE	0.0474860335195531
